name,JHipsterRegister,Docker,applicationType,authenticationType,hibernateCache,clusteredHttpSession,websocket,databaseType,devDatabaseType,prodDatabaseType,buildTool,searchEngine,enableSocialSignIn,useSass,enableTranslation,Generate,Log.Generate,Compile,Build,protractor,cucumber,gatling,Log.Gen,Bug
1,jhipster1,X,monolith,session,no,hazelcast,spring-websocket,sql,DiskBased,mariadb,gradle,elasticsearch,,,,OK,ExceptionHandlingAsyncTaskExecutor.java;ExceptionTranslator.java;,OK,KO,X,X,X,ExceptionHandlingAsyncTaskExecutor.java;ExceptionTranslator.java;,BUG:mariadbWithGradle
2,jhipster1,,monolith,session,no,hazelcast,spring-websocket,sql,DiskBased,mariadb,gradle,elasticsearch,,,,OK,ExceptionHandlingAsyncTaskExecutor.java;ExceptionTranslator.java;,OK,KO,X,X,X,ExceptionHandlingAsyncTaskExecutor.java;ExceptionTranslator.java;,BUG:mariadbWithGradle
3,jhipster2,X,monolith,jwt,no,no,spring-websocket,mongodb,mongodb,mongodb,gradle,no,,,X,OK,ExceptionHandlingAsyncTaskExecutor.java;ExceptionTranslator.java;,OK,OK,X,X,X,ExceptionHandlingAsyncTaskExecutor.java;ExceptionTranslator.java;,NA
4,jhipster2,,monolith,jwt,no,no,spring-websocket,mongodb,mongodb,mongodb,gradle,no,,,X,OK,ExceptionHandlingAsyncTaskExecutor.java;ExceptionTranslator.java;,OK,OK,X,X,X,ExceptionHandlingAsyncTaskExecutor.java;ExceptionTranslator.java;,NA
5,jhipster3,X,monolith,jwt,no,hazelcast,spring-websocket,sql,DiskBased,mysql,maven,elasticsearch,,X,X,OK,ExceptionHandlingAsyncTaskExecutor.java;ExceptionTranslator.java;,OK,OK,X,X,X,ExceptionHandlingAsyncTaskExecutor.java;ExceptionTranslator.java;,NA
6,jhipster3,,monolith,jwt,no,hazelcast,spring-websocket,sql,DiskBased,mysql,maven,elasticsearch,,X,X,OK,ExceptionHandlingAsyncTaskExecutor.java;ExceptionTranslator.java;,OK,OK,X,X,X,ExceptionHandlingAsyncTaskExecutor.java;ExceptionTranslator.java;,NA
7,jhipster4,X,monolith,jwt,hazelcast,hazelcast,no,sql,mariadb,mariadb,gradle,no,,X,,OK,ExceptionHandlingAsyncTaskExecutor.java;ExceptionTranslator.java;,OK,KO,X,X,X,ExceptionHandlingAsyncTaskExecutor.java;ExceptionTranslator.java;,BUG:mariadbWithDocker
8,jhipster4,,monolith,jwt,hazelcast,hazelcast,no,sql,mariadb,mariadb,gradle,no,,X,,OK,ExceptionHandlingAsyncTaskExecutor.java;ExceptionTranslator.java;,OK,KO,X,X,X,ExceptionHandlingAsyncTaskExecutor.java;ExceptionTranslator.java;,BUG:mariadbWithGradle
9,jhipster5,X,monolith,session,no,hazelcast,spring-websocket,sql,InMemory,mysql,gradle,elasticsearch,,X,X,OK,ExceptionHandlingAsyncTaskExecutor.java;ExceptionTranslator.java;,OK,OK,X,X,X,ExceptionHandlingAsyncTaskExecutor.java;ExceptionTranslator.java;,NA
10,jhipster5,,monolith,session,no,hazelcast,spring-websocket,sql,InMemory,mysql,gradle,elasticsearch,,X,X,OK,ExceptionHandlingAsyncTaskExecutor.java;ExceptionTranslator.java;,OK,OK,X,X,X,ExceptionHandlingAsyncTaskExecutor.java;ExceptionTranslator.java;,NA
11,jhipster6,X,gateway,uaa,no,no,spring-websocket,sql,InMemory,mariadb,maven,elasticsearch,,,,OK,ExceptionHandlingAsyncTaskExecutor.java;ExceptionTranslator.java;,OK,KO,X,X,X,ExceptionHandlingAsyncTaskExecutor.java;ExceptionTranslator.java;,BUG:UAAAuthenticationWithDocker
12,jhipster6,,gateway,uaa,no,no,spring-websocket,sql,InMemory,mariadb,maven,elasticsearch,,,,OK,ExceptionHandlingAsyncTaskExecutor.java;ExceptionTranslator.java;,OK,KO,X,X,X,ExceptionHandlingAsyncTaskExecutor.java;ExceptionTranslator.java;,BUG:UAAAuthenticationWithEhcache
13,jhipster7,X,monolith,session,no,no,no,sql,InMemory,mysql,gradle,elasticsearch,,,X,OK,ExceptionHandlingAsyncTaskExecutor.java;ExceptionTranslator.java;,OK,OK,X,X,X,ExceptionHandlingAsyncTaskExecutor.java;ExceptionTranslator.java;,NA
14,jhipster7,,monolith,session,no,no,no,sql,InMemory,mysql,gradle,elasticsearch,,,X,OK,ExceptionHandlingAsyncTaskExecutor.java;ExceptionTranslator.java;,OK,OK,X,X,X,ExceptionHandlingAsyncTaskExecutor.java;ExceptionTranslator.java;,NA
15,jhipster8,X,monolith,session,no,no,spring-websocket,sql,DiskBased,mariadb,maven,no,,,X,OK,ExceptionHandlingAsyncTaskExecutor.java;ExceptionTranslator.java;,OK,KO,X,X,X,ExceptionHandlingAsyncTaskExecutor.java;ExceptionTranslator.java;,BUG:mariadbWithDocker
16,jhipster8,,monolith,session,no,no,spring-websocket,sql,DiskBased,mariadb,maven,no,,,X,OK,ExceptionHandlingAsyncTaskExecutor.java;ExceptionTranslator.java;,OK,OK,X,X,X,ExceptionHandlingAsyncTaskExecutor.java;ExceptionTranslator.java;,NA
17,jhipster9,X,gateway,jwt,ehcache,hazelcast,spring-websocket,sql,InMemory,postgresql,maven,no,,X,X,OK,ExceptionHandlingAsyncTaskExecutor.java;ExceptionTranslator.java;,OK,OK,X,X,X,ExceptionHandlingAsyncTaskExecutor.java;ExceptionTranslator.java;,NA
18,jhipster9,,gateway,jwt,ehcache,hazelcast,spring-websocket,sql,InMemory,postgresql,maven,no,,X,X,OK,ExceptionHandlingAsyncTaskExecutor.java;ExceptionTranslator.java;,OK,OK,X,X,X,ExceptionHandlingAsyncTaskExecutor.java;ExceptionTranslator.java;,NA
19,jhipster10,X,gateway,jwt,ehcache,no,spring-websocket,sql,DiskBased,mysql,gradle,no,,,X,OK,ExceptionHandlingAsyncTaskExecutor.java;ExceptionTranslator.java;,OK,OK,X,X,X,ExceptionHandlingAsyncTaskExecutor.java;ExceptionTranslator.java;,NA
20,jhipster10,,gateway,jwt,ehcache,no,spring-websocket,sql,DiskBased,mysql,gradle,no,,,X,OK,ExceptionHandlingAsyncTaskExecutor.java;ExceptionTranslator.java;,OK,OK,X,X,X,ExceptionHandlingAsyncTaskExecutor.java;ExceptionTranslator.java;,NA
21,jhipster11,X,monolith,session,no,no,no,sql,mysql,mysql,gradle,no,X,X,X,OK,ExceptionHandlingAsyncTaskExecutor.java;ExceptionTranslator.java;,OK,OK,X,X,X,ExceptionHandlingAsyncTaskExecutor.java;ExceptionTranslator.java;,NA
22,jhipster11,,monolith,session,no,no,no,sql,mysql,mysql,gradle,no,X,X,X,OK,ExceptionHandlingAsyncTaskExecutor.java;ExceptionTranslator.java;,OK,OK,X,X,X,ExceptionHandlingAsyncTaskExecutor.java;ExceptionTranslator.java;,NA
23,jhipster12,X,gateway,jwt,hazelcast,no,spring-websocket,sql,DiskBased,mariadb,gradle,no,,,,OK,ExceptionHandlingAsyncTaskExecutor.java;ExceptionTranslator.java;,OK,KO,X,X,X,ExceptionHandlingAsyncTaskExecutor.java;ExceptionTranslator.java;,BUG:mariadbWithGradle
24,jhipster12,,gateway,jwt,hazelcast,no,spring-websocket,sql,DiskBased,mariadb,gradle,no,,,,OK,ExceptionHandlingAsyncTaskExecutor.java;ExceptionTranslator.java;,OK,KO,X,X,X,ExceptionHandlingAsyncTaskExecutor.java;ExceptionTranslator.java;,BUG:mariadbWithGradle
25,jhipster13,X,gateway,jwt,hazelcast,hazelcast,no,sql,postgresql,postgresql,maven,no,,,,OK,ExceptionHandlingAsyncTaskExecutor.java;ExceptionTranslator.java;,OK,OK,X,X,X,ExceptionHandlingAsyncTaskExecutor.java;ExceptionTranslator.java;,NA
26,jhipster13,,gateway,jwt,hazelcast,hazelcast,no,sql,postgresql,postgresql,maven,no,,,,OK,ExceptionHandlingAsyncTaskExecutor.java;ExceptionTranslator.java;,OK,OK,X,X,X,ExceptionHandlingAsyncTaskExecutor.java;ExceptionTranslator.java;,NA
27,jhipster14,X,monolith,jwt,ehcache,hazelcast,no,sql,DiskBased,mysql,maven,no,,,X,OK,ExceptionHandlingAsyncTaskExecutor.java;ExceptionTranslator.java;,OK,OK,X,X,X,ExceptionHandlingAsyncTaskExecutor.java;ExceptionTranslator.java;,NA
28,jhipster14,,monolith,jwt,ehcache,hazelcast,no,sql,DiskBased,mysql,maven,no,,,X,OK,ExceptionHandlingAsyncTaskExecutor.java;ExceptionTranslator.java;,OK,OK,X,X,X,ExceptionHandlingAsyncTaskExecutor.java;ExceptionTranslator.java;,NA
29,jhipster15,X,monolith,oauth2,hazelcast,hazelcast,no,sql,postgresql,postgresql,maven,no,,,X,OK,ExceptionHandlingAsyncTaskExecutor.java;ExceptionTranslator.java;,OK,KO,X,X,X,ExceptionHandlingAsyncTaskExecutor.java;ExceptionTranslator.java;,BUG:OAUTH2
30,jhipster15,,monolith,oauth2,hazelcast,hazelcast,no,sql,postgresql,postgresql,maven,no,,,X,OK,ExceptionHandlingAsyncTaskExecutor.java;ExceptionTranslator.java;,OK,OK,X,X,X,ExceptionHandlingAsyncTaskExecutor.java;ExceptionTranslator.java;,NA
31,jhipster16,X,monolith,oauth2,no,no,spring-websocket,sql,mysql,mysql,maven,no,,,,OK,ExceptionHandlingAsyncTaskExecutor.java;ExceptionTranslator.java;,OK,OK,X,X,X,ExceptionHandlingAsyncTaskExecutor.java;ExceptionTranslator.java;,NA
32,jhipster16,,monolith,oauth2,no,no,spring-websocket,sql,mysql,mysql,maven,no,,,,OK,ExceptionHandlingAsyncTaskExecutor.java;ExceptionTranslator.java;,OK,OK,X,X,X,ExceptionHandlingAsyncTaskExecutor.java;ExceptionTranslator.java;,NA
33,jhipster17,X,monolith,oauth2,no,no,spring-websocket,sql,DiskBased,mysql,maven,no,,X,,OK,ExceptionHandlingAsyncTaskExecutor.java;ExceptionTranslator.java;,OK,OK,X,X,X,ExceptionHandlingAsyncTaskExecutor.java;ExceptionTranslator.java;,NA
34,jhipster17,,monolith,oauth2,no,no,spring-websocket,sql,DiskBased,mysql,maven,no,,X,,OK,ExceptionHandlingAsyncTaskExecutor.java;ExceptionTranslator.java;,OK,OK,X,X,X,ExceptionHandlingAsyncTaskExecutor.java;ExceptionTranslator.java;,NA
35,jhipster18,X,monolith,jwt,no,no,spring-websocket,sql,DiskBased,postgresql,gradle,no,,,X,OK,ExceptionHandlingAsyncTaskExecutor.java;ExceptionTranslator.java;,OK,OK,X,X,X,ExceptionHandlingAsyncTaskExecutor.java;ExceptionTranslator.java;,NA
36,jhipster18,,monolith,jwt,no,no,spring-websocket,sql,DiskBased,postgresql,gradle,no,,,X,OK,ExceptionHandlingAsyncTaskExecutor.java;ExceptionTranslator.java;,OK,OK,X,X,X,ExceptionHandlingAsyncTaskExecutor.java;ExceptionTranslator.java;,NA
37,jhipster19,X,gateway,jwt,ehcache,no,no,sql,DiskBased,mariadb,gradle,elasticsearch,,X,,OK,ExceptionHandlingAsyncTaskExecutor.java;ExceptionTranslator.java;,OK,KO,X,X,X,ExceptionHandlingAsyncTaskExecutor.java;ExceptionTranslator.java;,BUG:mariadbWithGradle
38,jhipster19,,gateway,jwt,ehcache,no,no,sql,DiskBased,mariadb,gradle,elasticsearch,,X,,OK,ExceptionHandlingAsyncTaskExecutor.java;ExceptionTranslator.java;,OK,KO,X,X,X,ExceptionHandlingAsyncTaskExecutor.java;ExceptionTranslator.java;,BUG:mariadbWithGradle
39,jhipster20,X,monolith,session,ehcache,hazelcast,no,sql,mysql,mysql,maven,no,X,,X,OK,ExceptionHandlingAsyncTaskExecutor.java;ExceptionTranslator.java;,OK,OK,X,X,X,ExceptionHandlingAsyncTaskExecutor.java;ExceptionTranslator.java;,NA
40,jhipster20,,monolith,session,ehcache,hazelcast,no,sql,mysql,mysql,maven,no,X,,X,OK,ExceptionHandlingAsyncTaskExecutor.java;ExceptionTranslator.java;,OK,OK,X,X,X,ExceptionHandlingAsyncTaskExecutor.java;ExceptionTranslator.java;,NA
41,jhipster21,X,monolith,session,ehcache,hazelcast,no,sql,DiskBased,mariadb,maven,elasticsearch,,X,,OK,ExceptionHandlingAsyncTaskExecutor.java;ExceptionTranslator.java;,OK,OK,X,X,X,ExceptionHandlingAsyncTaskExecutor.java;ExceptionTranslator.java;,NA
42,jhipster21,,monolith,session,ehcache,hazelcast,no,sql,DiskBased,mariadb,maven,elasticsearch,,X,,OK,ExceptionHandlingAsyncTaskExecutor.java;ExceptionTranslator.java;,OK,OK,X,X,X,ExceptionHandlingAsyncTaskExecutor.java;ExceptionTranslator.java;,NA
43,jhipster22,X,gateway,uaa,no,no,no,mongodb,mongodb,mongodb,maven,no,,,X,OK,ExceptionHandlingAsyncTaskExecutor.java;ExceptionTranslator.java;,OK,KO,X,X,X,ExceptionHandlingAsyncTaskExecutor.java;ExceptionTranslator.java;,BUG:UAAAuthenticationWithDocker
44,jhipster22,,gateway,uaa,no,no,no,mongodb,mongodb,mongodb,maven,no,,,X,OK,ExceptionHandlingAsyncTaskExecutor.java;ExceptionTranslator.java;,OK,KO,X,X,X,ExceptionHandlingAsyncTaskExecutor.java;ExceptionTranslator.java;,BUG:UAAAuthenticationWithEhcache
45,jhipster23,X,gateway,uaa,ehcache,no,no,sql,mysql,mysql,maven,no,,,X,OK,ExceptionHandlingAsyncTaskExecutor.java;ExceptionTranslator.java;,OK,KO,X,X,X,ExceptionHandlingAsyncTaskExecutor.java;ExceptionTranslator.java;,BUG:UAAAuthenticationWithDocker
46,jhipster23,,gateway,uaa,ehcache,no,no,sql,mysql,mysql,maven,no,,,X,OK,ExceptionHandlingAsyncTaskExecutor.java;ExceptionTranslator.java;,OK,KO,X,X,X,ExceptionHandlingAsyncTaskExecutor.java;ExceptionTranslator.java;,BUG:UAAAuthenticationWithEhcache
47,jhipster24,X,monolith,oauth2,ehcache,hazelcast,no,sql,DiskBased,postgresql,gradle,no,,,,OK,ExceptionHandlingAsyncTaskExecutor.java;ExceptionTranslator.java;,OK,KO,X,X,X,ExceptionHandlingAsyncTaskExecutor.java;ExceptionTranslator.java;,BUG:OAUTH2
48,jhipster24,,monolith,oauth2,ehcache,hazelcast,no,sql,DiskBased,postgresql,gradle,no,,,,OK,ExceptionHandlingAsyncTaskExecutor.java;ExceptionTranslator.java;,OK,OK,X,X,X,ExceptionHandlingAsyncTaskExecutor.java;ExceptionTranslator.java;,NA
49,jhipster25,X,gateway,jwt,hazelcast,hazelcast,no,sql,InMemory,mariadb,maven,no,,X,,OK,ExceptionHandlingAsyncTaskExecutor.java;ExceptionTranslator.java;,OK,OK,X,X,X,ExceptionHandlingAsyncTaskExecutor.java;ExceptionTranslator.java;,NA
50,jhipster25,,gateway,jwt,hazelcast,hazelcast,no,sql,InMemory,mariadb,maven,no,,X,,OK,ExceptionHandlingAsyncTaskExecutor.java;ExceptionTranslator.java;,OK,OK,X,X,X,ExceptionHandlingAsyncTaskExecutor.java;ExceptionTranslator.java;,NA
51,jhipster26,X,gateway,uaa,hazelcast,no,spring-websocket,sql,DiskBased,mysql,maven,no,,,X,OK,ExceptionHandlingAsyncTaskExecutor.java;ExceptionTranslator.java;,OK,KO,X,X,X,ExceptionHandlingAsyncTaskExecutor.java;ExceptionTranslator.java;,BUG:UAAAuthenticationWithDocker
52,jhipster26,,gateway,uaa,hazelcast,no,spring-websocket,sql,DiskBased,mysql,maven,no,,,X,OK,ExceptionHandlingAsyncTaskExecutor.java;ExceptionTranslator.java;,OK,KO,X,X,X,ExceptionHandlingAsyncTaskExecutor.java;ExceptionTranslator.java;,BUG:UAAAuthenticationWithEhcache
53,jhipster27,X,monolith,jwt,ehcache,no,spring-websocket,sql,InMemory,postgresql,maven,no,,,,OK,ExceptionHandlingAsyncTaskExecutor.java;ExceptionTranslator.java;,OK,OK,X,X,X,ExceptionHandlingAsyncTaskExecutor.java;ExceptionTranslator.java;,NA
54,jhipster27,,monolith,jwt,ehcache,no,spring-websocket,sql,InMemory,postgresql,maven,no,,,,OK,ExceptionHandlingAsyncTaskExecutor.java;ExceptionTranslator.java;,OK,OK,X,X,X,ExceptionHandlingAsyncTaskExecutor.java;ExceptionTranslator.java;,NA
55,jhipster28,X,monolith,jwt,hazelcast,no,no,sql,DiskBased,mysql,gradle,no,X,X,,OK,ExceptionHandlingAsyncTaskExecutor.java;ExceptionTranslator.java;,OK,OK,X,X,X,ExceptionHandlingAsyncTaskExecutor.java;ExceptionTranslator.java;,NA
56,jhipster28,,monolith,jwt,hazelcast,no,no,sql,DiskBased,mysql,gradle,no,X,X,,OK,ExceptionHandlingAsyncTaskExecutor.java;ExceptionTranslator.java;,OK,OK,X,X,X,ExceptionHandlingAsyncTaskExecutor.java;ExceptionTranslator.java;,NA
57,jhipster29,X,gateway,uaa,no,hazelcast,no,sql,mysql,mysql,maven,no,,X,,OK,ExceptionHandlingAsyncTaskExecutor.java;ExceptionTranslator.java;,OK,KO,X,X,X,ExceptionHandlingAsyncTaskExecutor.java;ExceptionTranslator.java;,BUG:UAAAuthenticationWithDocker
58,jhipster29,,gateway,uaa,no,hazelcast,no,sql,mysql,mysql,maven,no,,X,,OK,ExceptionHandlingAsyncTaskExecutor.java;ExceptionTranslator.java;,OK,KO,X,X,X,ExceptionHandlingAsyncTaskExecutor.java;ExceptionTranslator.java;,BUG:UAAAuthenticationWithEhcache
59,jhipster30,X,gateway,uaa,hazelcast,no,no,sql,DiskBased,postgresql,maven,no,,X,,OK,ExceptionHandlingAsyncTaskExecutor.java;ExceptionTranslator.java;,OK,KO,X,X,X,ExceptionHandlingAsyncTaskExecutor.java;ExceptionTranslator.java;,BUG:UAAAuthenticationWithDocker
60,jhipster30,,gateway,uaa,hazelcast,no,no,sql,DiskBased,postgresql,maven,no,,X,,OK,ExceptionHandlingAsyncTaskExecutor.java;ExceptionTranslator.java;,OK,KO,X,X,X,ExceptionHandlingAsyncTaskExecutor.java;ExceptionTranslator.java;,BUG:UAAAuthenticationWithEhcache
61,jhipster31,X,gateway,jwt,no,no,no,sql,InMemory,mysql,maven,elasticsearch,,X,X,OK,ExceptionHandlingAsyncTaskExecutor.java;ExceptionTranslator.java;,OK,OK,X,X,X,ExceptionHandlingAsyncTaskExecutor.java;ExceptionTranslator.java;,NA
62,jhipster31,,gateway,jwt,no,no,no,sql,InMemory,mysql,maven,elasticsearch,,X,X,OK,ExceptionHandlingAsyncTaskExecutor.java;ExceptionTranslator.java;,OK,OK,X,X,X,ExceptionHandlingAsyncTaskExecutor.java;ExceptionTranslator.java;,NA
63,jhipster32,X,monolith,jwt,no,no,spring-websocket,sql,mariadb,mariadb,gradle,elasticsearch,X,X,X,OK,ExceptionHandlingAsyncTaskExecutor.java;ExceptionTranslator.java;,OK,KO,X,X,X,ExceptionHandlingAsyncTaskExecutor.java;ExceptionTranslator.java;,BUG:mariadbWithGradle
64,jhipster32,,monolith,jwt,no,no,spring-websocket,sql,mariadb,mariadb,gradle,elasticsearch,X,X,X,OK,ExceptionHandlingAsyncTaskExecutor.java;ExceptionTranslator.java;,OK,KO,X,X,X,ExceptionHandlingAsyncTaskExecutor.java;ExceptionTranslator.java;,BUG:mariadbWithGradle
65,jhipster33,X,monolith,jwt,ehcache,hazelcast,spring-websocket,sql,DiskBased,mariadb,maven,no,X,,X,OK,ExceptionHandlingAsyncTaskExecutor.java;ExceptionTranslator.java;,OK,KO,X,X,X,ExceptionHandlingAsyncTaskExecutor.java;ExceptionTranslator.java;,BUG:mariadbWithDocker
66,jhipster33,,monolith,jwt,ehcache,hazelcast,spring-websocket,sql,DiskBased,mariadb,maven,no,X,,X,OK,ExceptionHandlingAsyncTaskExecutor.java;ExceptionTranslator.java;,OK,OK,X,X,X,ExceptionHandlingAsyncTaskExecutor.java;ExceptionTranslator.java;,NA
67,jhipster34,X,monolith,session,hazelcast,no,spring-websocket,sql,mysql,mysql,maven,no,X,X,X,OK,ExceptionHandlingAsyncTaskExecutor.java;ExceptionTranslator.java;,OK,OK,X,X,X,ExceptionHandlingAsyncTaskExecutor.java;ExceptionTranslator.java;,NA
68,jhipster34,,monolith,session,hazelcast,no,spring-websocket,sql,mysql,mysql,maven,no,X,X,X,OK,ExceptionHandlingAsyncTaskExecutor.java;ExceptionTranslator.java;,OK,OK,X,X,X,ExceptionHandlingAsyncTaskExecutor.java;ExceptionTranslator.java;,NA
69,jhipster35,X,gateway,jwt,ehcache,no,spring-websocket,sql,InMemory,postgresql,maven,no,,X,,OK,ExceptionHandlingAsyncTaskExecutor.java;ExceptionTranslator.java;,OK,OK,X,X,X,ExceptionHandlingAsyncTaskExecutor.java;ExceptionTranslator.java;,NA
70,jhipster35,,gateway,jwt,ehcache,no,spring-websocket,sql,InMemory,postgresql,maven,no,,X,,OK,ExceptionHandlingAsyncTaskExecutor.java;ExceptionTranslator.java;,OK,OK,X,X,X,ExceptionHandlingAsyncTaskExecutor.java;ExceptionTranslator.java;,NA
71,jhipster36,X,monolith,oauth2,hazelcast,no,spring-websocket,sql,InMemory,postgresql,gradle,no,,,X,OK,ExceptionHandlingAsyncTaskExecutor.java;ExceptionTranslator.java;,OK,KO,X,X,X,ExceptionHandlingAsyncTaskExecutor.java;ExceptionTranslator.java;,BUG:OAUTH2
72,jhipster36,,monolith,oauth2,hazelcast,no,spring-websocket,sql,InMemory,postgresql,gradle,no,,,X,OK,ExceptionHandlingAsyncTaskExecutor.java;ExceptionTranslator.java;,OK,OK,X,X,X,ExceptionHandlingAsyncTaskExecutor.java;ExceptionTranslator.java;,NA
73,jhipster37,X,monolith,jwt,ehcache,hazelcast,no,sql,postgresql,postgresql,gradle,no,X,,X,OK,ExceptionHandlingAsyncTaskExecutor.java;ExceptionTranslator.java;,OK,OK,X,X,X,ExceptionHandlingAsyncTaskExecutor.java;ExceptionTranslator.java;,NA
74,jhipster37,,monolith,jwt,ehcache,hazelcast,no,sql,postgresql,postgresql,gradle,no,X,,X,OK,ExceptionHandlingAsyncTaskExecutor.java;ExceptionTranslator.java;,OK,OK,X,X,X,ExceptionHandlingAsyncTaskExecutor.java;ExceptionTranslator.java;,NA
75,jhipster38,X,monolith,jwt,hazelcast,no,spring-websocket,sql,InMemory,mariadb,gradle,elasticsearch,X,,,OK,ExceptionHandlingAsyncTaskExecutor.java;ExceptionTranslator.java;,OK,KO,X,X,X,ExceptionHandlingAsyncTaskExecutor.java;ExceptionTranslator.java;,BUG:mariadbWithGradle
76,jhipster38,,monolith,jwt,hazelcast,no,spring-websocket,sql,InMemory,mariadb,gradle,elasticsearch,X,,,OK,ExceptionHandlingAsyncTaskExecutor.java;ExceptionTranslator.java;,OK,KO,X,X,X,ExceptionHandlingAsyncTaskExecutor.java;ExceptionTranslator.java;,BUG:mariadbWithGradle
77,jhipster39,X,monolith,jwt,ehcache,no,spring-websocket,sql,mysql,mysql,gradle,elasticsearch,X,X,,OK,ExceptionHandlingAsyncTaskExecutor.java;ExceptionTranslator.java;,OK,OK,X,X,X,ExceptionHandlingAsyncTaskExecutor.java;ExceptionTranslator.java;,NA
78,jhipster39,,monolith,jwt,ehcache,no,spring-websocket,sql,mysql,mysql,gradle,elasticsearch,X,X,,OK,ExceptionHandlingAsyncTaskExecutor.java;ExceptionTranslator.java;,OK,OK,X,X,X,ExceptionHandlingAsyncTaskExecutor.java;ExceptionTranslator.java;,NA
79,jhipster40,X,gateway,jwt,no,hazelcast,spring-websocket,sql,InMemory,mysql,gradle,no,,X,,OK,ExceptionHandlingAsyncTaskExecutor.java;ExceptionTranslator.java;,OK,OK,X,X,X,ExceptionHandlingAsyncTaskExecutor.java;ExceptionTranslator.java;,NA
80,jhipster40,,gateway,jwt,no,hazelcast,spring-websocket,sql,InMemory,mysql,gradle,no,,X,,OK,ExceptionHandlingAsyncTaskExecutor.java;ExceptionTranslator.java;,OK,OK,X,X,X,ExceptionHandlingAsyncTaskExecutor.java;ExceptionTranslator.java;,NA
81,jhipster41,X,monolith,session,hazelcast,hazelcast,no,sql,DiskBased,postgresql,maven,no,X,,X,OK,ExceptionHandlingAsyncTaskExecutor.java;ExceptionTranslator.java;,OK,OK,X,X,X,ExceptionHandlingAsyncTaskExecutor.java;ExceptionTranslator.java;,NA
82,jhipster41,,monolith,session,hazelcast,hazelcast,no,sql,DiskBased,postgresql,maven,no,X,,X,OK,ExceptionHandlingAsyncTaskExecutor.java;ExceptionTranslator.java;,OK,OK,X,X,X,ExceptionHandlingAsyncTaskExecutor.java;ExceptionTranslator.java;,NA
83,jhipster42,X,monolith,jwt,ehcache,no,no,sql,InMemory,mysql,maven,elasticsearch,,,X,OK,ExceptionHandlingAsyncTaskExecutor.java;ExceptionTranslator.java;,OK,OK,X,X,X,ExceptionHandlingAsyncTaskExecutor.java;ExceptionTranslator.java;,NA
84,jhipster42,,monolith,jwt,ehcache,no,no,sql,InMemory,mysql,maven,elasticsearch,,,X,OK,ExceptionHandlingAsyncTaskExecutor.java;ExceptionTranslator.java;,OK,OK,X,X,X,ExceptionHandlingAsyncTaskExecutor.java;ExceptionTranslator.java;,NA
85,jhipster43,X,gateway,uaa,no,hazelcast,no,cassandra,cassandra,cassandra,maven,no,,,,OK,ExceptionHandlingAsyncTaskExecutor.java;ExceptionTranslator.java;,OK,KO,X,X,X,ExceptionHandlingAsyncTaskExecutor.java;ExceptionTranslator.java;,BUG:UAAAuthenticationWithDocker
86,jhipster43,,gateway,uaa,no,hazelcast,no,cassandra,cassandra,cassandra,maven,no,,,,OK,ExceptionHandlingAsyncTaskExecutor.java;ExceptionTranslator.java;,OK,KO,X,X,X,ExceptionHandlingAsyncTaskExecutor.java;ExceptionTranslator.java;,BUG:UAAAuthenticationWithEhcache
87,jhipster44,X,microservice,uaa,hazelcast,no,no,sql,InMemory,mariadb,maven,no,,,X,OK,ExceptionHandlingAsyncTaskExecutor.java;ExceptionTranslator.java;,OK,KO,FALSE,X,X,ExceptionHandlingAsyncTaskExecutor.java;ExceptionTranslator.java;,BUG:UAAAuthenticationWithDocker
88,jhipster44,,microservice,uaa,hazelcast,no,no,sql,InMemory,mariadb,maven,no,,,X,OK,ExceptionHandlingAsyncTaskExecutor.java;ExceptionTranslator.java;,OK,KO,FALSE,X,X,ExceptionHandlingAsyncTaskExecutor.java;ExceptionTranslator.java;,BUG:UAAAuthenticationWithEhcache
89,jhipster45,X,monolith,jwt,no,hazelcast,no,sql,mysql,mysql,maven,no,X,,X,OK,ExceptionHandlingAsyncTaskExecutor.java;ExceptionTranslator.java;,OK,OK,X,X,X,ExceptionHandlingAsyncTaskExecutor.java;ExceptionTranslator.java;,NA
90,jhipster45,,monolith,jwt,no,hazelcast,no,sql,mysql,mysql,maven,no,X,,X,OK,ExceptionHandlingAsyncTaskExecutor.java;ExceptionTranslator.java;,OK,OK,X,X,X,ExceptionHandlingAsyncTaskExecutor.java;ExceptionTranslator.java;,NA
91,jhipster46,X,monolith,session,ehcache,hazelcast,spring-websocket,sql,InMemory,mysql,maven,elasticsearch,X,X,,OK,ExceptionHandlingAsyncTaskExecutor.java;ExceptionTranslator.java;,OK,OK,X,X,X,ExceptionHandlingAsyncTaskExecutor.java;ExceptionTranslator.java;,NA
92,jhipster46,,monolith,session,ehcache,hazelcast,spring-websocket,sql,InMemory,mysql,maven,elasticsearch,X,X,,OK,ExceptionHandlingAsyncTaskExecutor.java;ExceptionTranslator.java;,OK,OK,X,X,X,ExceptionHandlingAsyncTaskExecutor.java;ExceptionTranslator.java;,NA
93,jhipster47,X,microservice,uaa,hazelcast,no,no,sql,mysql,mysql,gradle,elasticsearch,,,X,OK,ExceptionHandlingAsyncTaskExecutor.java;ExceptionTranslator.java;,OK,KO,FALSE,X,X,ExceptionHandlingAsyncTaskExecutor.java;ExceptionTranslator.java;,BUG:UAAAuthenticationWithDocker
